sa2_code,sa2_name,state_name,remoteness,remoteness_score,analysis_year,sa4_name,gccsa_name,coping_capacity,adaptive_capacity,andri,social_character,economic_capital,planning_build_environment,emergency_services,information_access,govt_leadership,community_social_engagement,community_capital,andri_quartile,coping_capacity_quartile,adaptive_capacity_quartile,lga_names
318021489,Townsville - South,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5021,0.7296,0.6960,0.8435,0.8097,0.6256,0.4579,0.1281,0.7380,0.6451,0.3023,M50,MC,HA,Townsville; Burdekin
306011142,Trinity Beach - Smithfield,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5206,0.5631,0.5858,0.5451,0.6467,0.7267,0.4512,0.5949,0.5866,0.5480,0.2540,M50,MC,MA,Cairns
306031161,Tully,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.3849,0.5561,0.5201,0.5858,0.5603,0.5441,0.4455,0.0835,0.6181,0.4853,0.3649,L25,LC,MA,Cassowary Coast
311061335,Underwood,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5664,0.5516,0.5999,0.4932,0.8083,0.5527,0.4389,0.5997,0.6799,0.3771,0.3508,M50,MC,MA,Logan
313041376,Upper Caboolture,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.5597,0.5375,0.5865,0.7450,0.7932,0.2451,0.4221,0.6039,0.5814,0.5038,0.5101,M50,MC,MA,Moreton Bay
309071557,Upper Coomera - North,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5755,0.6478,0.6731,0.4534,0.6707,0.7807,0.3946,0.6066,0.6646,0.5981,0.4193,M50,MC,HA,Gold Coast
309071556,Upper Coomera (South) - Wongawallan,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5777,0.6687,0.6892,0.5998,0.6857,0.6601,0.3939,0.6066,0.6939,0.5939,0.3921,M50,MC,HA,Gold Coast
304041104,Upper Kedron - Ferny Grove,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.6069,0.6805,0.7124,0.6758,0.6740,0.6916,0.2407,0.6180,0.6317,0.7143,0.6332,H75,MC,HA,Brisbane
303031065,Upper Mount Gravatt,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5129,0.5504,0.5731,0.3496,0.7191,0.2697,0.4367,0.6180,0.6829,0.3698,0.6393,M50,MC,MA,Brisbane
319041521,Urangan - Wondunna,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.5215,0.4493,0.5050,0.4286,0.6586,0.5330,0.4424,0.5520,0.4812,0.4736,0.4430,L25,MC,LA,Fraser Coast
309081262,Varsity Lakes,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5961,0.5444,0.6097,0.4034,0.6888,0.6787,0.4121,0.6066,0.7125,0.3082,0.5371,M50,MC,MA,Gold Coast
301021013,Victoria Point,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6863,0.5416,0.6555,0.5139,0.8142,0.7004,0.3749,0.5997,0.5330,0.5848,0.6937,M50,HC,MA,Redland
310011276,Wacol,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4867,0.4282,0.4736,0.3052,0.5930,0.4825,0.4529,0.6180,0.6086,0.2334,0.4233,L25,MC,LA,Brisbane
301031019,Wakerley,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6990,0.7878,0.8383,0.6512,0.8173,0.8915,0.3670,0.6180,0.7061,0.8111,0.5023,H75,HC,HA,Brisbane
312021357,Walkerston - Eton,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.4971,0.5662,0.5770,0.7541,0.7696,0.4334,0.4327,0.2716,0.6158,0.5094,0.4434,M50,MC,MA,Mackay
319011502,Walkervale - Avenell Heights,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.5121,0.4607,0.5087,0.3134,0.6789,0.4841,0.4400,0.5580,0.5391,0.4109,0.5390,L25,MC,LA,Bundaberg
307021183,Wambo,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.3413,0.5082,0.4680,0.5957,0.6214,0.2633,0.3613,0.2549,0.5144,0.5448,0.3667,L25,LC,MA,Toowoomba; Western Downs
313021369,Wamuran,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.6471,0.5701,0.6546,0.6996,0.8166,0.4142,0.4290,0.6039,0.5670,0.5917,0.5691,M50,MC,MA,Moreton Bay
307031189,Warwick,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.4584,0.4801,0.4977,0.4308,0.6970,0.3697,0.3831,0.5420,0.4883,0.5261,0.3750,L25,LC,MA,Southern Downs
311051328,Waterford West,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4802,0.4000,0.4505,0.2521,0.6644,0.6365,0.4437,0.5997,0.5443,0.2758,0.3825,L25,MC,LA,Logan
302021034,Wavell Heights,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.6234,0.7230,0.7513,0.6780,0.7344,0.3098,0.4557,0.6180,0.7285,0.6473,0.6969,H75,MC,HA,Brisbane
315011403,Weipa,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.4995,0.3582,0.4296,0.6970,0.3780,0.7751,0.4605,0.5830,0.4644,0.3096,0.2945,L25,MC,LA,Cook; Weipa
301011006,Wellington Point,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.7079,0.5465,0.6710,0.6903,0.8145,0.6776,0.3665,0.5997,0.4860,0.6630,0.6473,M50,HC,MA,Redland
306021154,Westcourt - Bungalow,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4197,0.5223,0.5108,0.2545,0.6554,0.5382,0.4730,0.5949,0.6336,0.3912,0.2532,L25,LC,MA,Cairns
305011112,West End,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.4796,0.6648,0.6393,0.4702,0.5606,0.1988,0.4694,0.6180,0.7933,0.4216,0.6694,M50,MC,HA,Brisbane
308051539,West Gladstone,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5004,0.3286,0.4089,0.3707,0.7417,0.2927,0.4460,0.5949,0.3645,0.3923,0.4990,L25,MC,LA,Gladstone
304011085,Westlake,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.7052,0.7887,0.8424,0.6920,0.8685,0.8349,0.2377,0.6180,0.7399,0.7594,0.6431,H75,HC,HA,Brisbane
312021358,West Mackay,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.5787,0.5075,0.5745,0.5477,0.7325,0.3597,0.4322,0.5966,0.5157,0.5414,0.5727,M50,MC,MA,Mackay
306021155,White Rock,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.3970,0.5225,0.5012,0.3242,0.5538,0.4834,0.4675,0.5949,0.6526,0.3611,0.2153,L25,LC,MA,Cairns
306021156,Whitfield - Edge Hill,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5517,0.6219,0.6429,0.5366,0.6781,0.6847,0.4704,0.5949,0.6350,0.5922,0.3196,M50,MC,MA,Cairns
309071558,Willow Vale - Pimpama (West),QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5126,0.7390,0.7077,0.4595,0.5527,0.6724,0.3943,0.6066,0.7852,0.5865,0.3856,M50,MC,HA,Gold Coast
317011459,Wilsonton,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.4363,0.5736,0.5547,0.2439,0.6863,0.4500,0.4582,0.5966,0.6043,0.5421,0.3296,M50,LC,MA,Toowoomba
305031129,Wilston,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6614,0.8524,0.8639,0.6634,0.6888,0.3995,0.4668,0.6180,0.7954,0.7951,0.7738,H75,HC,HA,Brisbane
305031130,Windsor,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5871,0.6684,0.6937,0.5822,0.6302,0.3107,0.4681,0.6180,0.7613,0.4832,0.7409,M50,MC,HA,Brisbane
303031066,Wishart,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6294,0.6247,0.6842,0.4472,0.7644,0.4516,0.4355,0.6180,0.6824,0.5233,0.6630,M50,MC,MA,Brisbane
311021310,Wolffdene - Bahrs Scrub,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5201,0.5650,0.5869,0.5672,0.6224,0.6258,0.4244,0.5997,0.6134,0.5106,0.3112,M50,MC,MA,Logan
313031371,Woodford - D'Aguilar,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.6133,0.4867,0.5773,0.7079,0.7558,0.3981,0.4151,0.6039,0.5451,0.4552,0.5337,M50,MC,MA,Moreton Bay
311061336,Woodridge,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.3301,0.3491,0.3499,0.0796,0.5354,0.4767,0.4385,0.5997,0.5761,0.1144,0.3406,L25,LC,LA,Logan
303021058,Woolloongabba,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.4625,0.5205,0.5284,0.4348,0.4989,0.2138,0.4504,0.6180,0.6761,0.3185,0.6988,M50,LC,MA,Brisbane
305031131,Wooloowin - Lutwyche,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5752,0.6435,0.6699,0.5492,0.5466,0.3834,0.4657,0.6180,0.7288,0.4863,0.7293,M50,MC,MA,Brisbane
306021157,Woree,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4721,0.4476,0.4808,0.3164,0.6461,0.7905,0.4688,0.5949,0.6450,0.2152,0.2345,L25,LC,LA,Cairns
309061250,Worongary - Tallai,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6809,0.6452,0.7265,0.6654,0.8155,0.5615,0.3960,0.6066,0.6404,0.6307,0.6009,H75,HC,MA,Gold Coast
318021491,Wulguru - Roseneath,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5851,0.5517,0.6093,0.5528,0.8301,0.5114,0.4693,0.5966,0.5933,0.5147,0.3534,M50,MC,MA,Townsville
316021424,Wurtulla - Birtinya,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.5812,0.5898,0.6345,0.5202,0.5893,0.5199,0.4402,0.5994,0.5614,0.6395,0.5919,M50,MC,MA,Sunshine Coast
301031020,Wynnum,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6064,0.6195,0.6686,0.6216,0.7741,0.3104,0.3665,0.6180,0.7033,0.4790,0.7328,M50,MC,MA,Brisbane
301031021,Wynnum West - Hemmant,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6320,0.5909,0.6614,0.5336,0.8193,0.4275,0.3667,0.6180,0.6737,0.4684,0.6634,M50,MC,MA,Brisbane
306031163,Yarrabah,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.1585,0.3195,0.2662,0.2830,0.0695,0.7150,0.4415,0.0263,0.3460,0.3991,0.0233,L25,LC,LA,Yarrabah
311041571,Yarrabilba,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.2241,0.5439,0.4490,0.2745,0.4349,0.1122,0.3863,0.5997,0.6018,0.4855,0.1679,L25,LC,MA,Logan
308031223,Yeppoon,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5913,0.5857,0.6367,0.6361,0.7003,0.4590,0.4531,0.5941,0.5728,0.6143,0.4764,M50,MC,MA,Livingstone
303021059,Yeronga,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6424,0.6693,0.7229,0.5805,0.7296,0.3724,0.4445,0.6180,0.7188,0.5549,0.7753,H75,MC,HA,Brisbane
306011143,Yorkeys Knob - Machans Beach,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5213,0.5620,0.5854,0.4624,0.6506,0.7377,0.4516,0.5949,0.6838,0.3924,0.2904,M50,MC,MA,Cairns
302041046,Zillmere,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.4507,0.4715,0.4882,0.3520,0.6212,0.1958,0.4408,0.6180,0.6624,0.2373,0.6075,L25,LC,LA,Brisbane
